playername,team,flag_reason,metric_value,last_test_date
PLAYER_1079,Mens Basketball,AAL spike 1.71x weekly mean,740.075361,2023-12-05
PLAYER_1079,Mens Basketball,AAL spike 1.69x weekly mean,636.725272,2023-12-11
PLAYER_1079,Mens Basketball,AAL spike 1.64x weekly mean,897.979403,2023-12-31
PLAYER_1079,Mens Basketball,AAL spike 2.56x weekly mean,1535.931031,2024-01-02
PLAYER_1079,Mens Basketball,AAL spike 1.55x weekly mean,719.754425,2024-02-22
PLAYER_1079,Mens Basketball,AAL spike 120.42x weekly mean,399.648905,2024-06-24
PLAYER_1079,Mens Basketball,AAL spike 1.62x weekly mean,733.670827,2024-09-24
PLAYER_1079,Mens Basketball,AAL spike 1.53x weekly mean,904.201102,2024-10-03
PLAYER_1079,Mens Basketball,AAL spike 1.63x weekly mean,840.514994,2024-11-18
PLAYER_1079,Mens Basketball,AAL spike 2.16x weekly mean,811.604715,2024-12-27
PLAYER_1079,Mens Basketball,AAL spike 1.72x weekly mean,849.238766,2025-01-13
PLAYER_1079,Mens Basketball,AAL spike 2.38x weekly mean,1142.878592,2025-01-21
PLAYER_1079,Mens Basketball,AAL spike 1.75x weekly mean,886.988106,2025-01-30
PLAYER_1079,Mens Basketball,AAL spike 1.50x weekly mean,927.338139,2025-02-08
PLAYER_1083,Womens Basketball,AAL spike 1.69x weekly mean,599.903682,2022-09-03
PLAYER_1083,Womens Basketball,AAL spike 1.56x weekly mean,562.003305,2022-09-06
PLAYER_1083,Womens Basketball,AAL spike 1.88x weekly mean,552.907463,2022-09-07
PLAYER_1083,Womens Basketball,AAL spike 2.03x weekly mean,610.203235,2022-09-08
PLAYER_1083,Womens Basketball,AAL spike 1.79x weekly mean,599.021912,2022-09-09
PLAYER_1083,Womens Basketball,AAL spike 1.73x weekly mean,564.818173,2022-09-23
PLAYER_1083,Womens Basketball,AAL spike 1.59x weekly mean,528.106572,2022-09-25
PLAYER_1083,Womens Basketball,AAL spike 2.06x weekly mean,929.465475,2022-11-03
PLAYER_1083,Womens Basketball,AAL spike 278.17x weekly mean,150.210915,2023-01-27
PLAYER_1083,Mens Basketball,AAL spike 26.52x weekly mean,126.346632,2023-07-10
PLAYER_1083,Mens Basketball,AAL spike 2.88x weekly mean,188.474503,2023-07-10
PLAYER_1084,Football,AAL spike 1.56x weekly mean,579.768261,2025-10-15
PLAYER_1089,Womens Soccer,AAL spike 2.50x weekly mean,385.879912,2025-07-17
PLAYER_1089,Womens Soccer,AAL spike 2.28x weekly mean,500.738463,2025-07-22
PLAYER_1089,Womens Soccer,AAL spike 2.54x weekly mean,734.024523,2025-07-29
PLAYER_1089,Womens Soccer,AAL spike 1.65x weekly mean,555.191395,2025-07-30
PLAYER_1089,Womens Soccer,AAL spike 1.71x weekly mean,756.271841,2025-08-01
PLAYER_1089,Womens Soccer,AAL spike 1.70x weekly mean,907.23392,2025-08-03
PLAYER_1089,Womens Soccer,AAL spike 1.98x weekly mean,1111.221056,2025-08-07
PLAYER_1089,Womens Soccer,AAL spike 1.53x weekly mean,649.287475,2025-08-24
PLAYER_109,Womens Basketball,AAL spike 8.51x weekly mean,520.177349,2022-03-22
PLAYER_109,Womens Soccer,AAL spike 2.28x weekly mean,662.740096,2022-03-28
PLAYER_109,Womens Soccer,AAL spike 2.16x weekly mean,1869.467833,2022-04-08
PLAYER_109,Womens Soccer,AAL spike 1.63x weekly mean,1568.686053,2022-04-29
PLAYER_1092,Mens Basketball,AAL spike 4.44x weekly mean,581.177556,2023-07-10
PLAYER_1092,Mens Basketball,AAL spike 1.98x weekly mean,553.912146,2023-07-11
PLAYER_1092,Mens Basketball,AAL spike 1.51x weekly mean,464.050404,2023-07-12
PLAYER_1092,Womens Basketball,AAL spike 4.42x weekly mean,768.792094,2023-08-08
PLAYER_1092,Womens Basketball,AAL spike 1.86x weekly mean,704.383723,2023-08-09
PLAYER_1092,Womens Basketball,AAL spike 1.72x weekly mean,724.056689,2023-08-10
PLAYER_1092,Womens Basketball,AAL spike 1.75x weekly mean,860.577991,2023-08-11
PLAYER_1092,Womens Basketball,AAL spike 1.64x weekly mean,1077.328883,2023-08-23
PLAYER_1094,Womens Soccer,AAL spike 1.52x weekly mean,369.788022,2022-07-29
PLAYER_1094,Womens Soccer,AAL spike 2.47x weekly mean,691.189742,2022-08-02
PLAYER_1094,Womens Soccer,AAL spike 1.88x weekly mean,719.881531,2022-08-03
PLAYER_1094,Womens Soccer,AAL spike 1.71x weekly mean,770.215506,2022-08-03
PLAYER_1094,Womens Soccer,AAL spike 1.60x weekly mean,805.202426,2022-08-04
PLAYER_1094,Womens Soccer,AAL spike 1.74x weekly mean,1185.582152,2022-08-10
PLAYER_1094,Womens Soccer,AAL spike 1.53x weekly mean,768.710497,2022-09-08
PLAYER_1094,Womens Soccer,AAL spike 1.55x weekly mean,820.606321,2022-09-25
PLAYER_1094,Mens Soccer,AAL spike 1.58x weekly mean,882.674972,2023-03-24
PLAYER_1094,Mens Soccer,AAL spike 1.60x weekly mean,1078.443784,2023-03-31
PLAYER_1094,Mens Soccer,AAL spike 1.96x weekly mean,998.712276,2023-04-13
PLAYER_1094,Womens Soccer,AAL spike 2.22x weekly mean,642.615506,2023-08-01
PLAYER_1094,Womens Soccer,AAL spike 1.89x weekly mean,682.867836,2023-08-02
PLAYER_1094,Womens Soccer,AAL spike 1.77x weekly mean,764.858996,2023-08-03
PLAYER_1094,Womens Soccer,AAL spike 1.76x weekly mean,951.462397,2023-08-06
PLAYER_1094,Womens Soccer,AAL spike 1.54x weekly mean,863.268586,2023-08-12
PLAYER_1094,Womens Soccer,AAL spike 1.56x weekly mean,655.245486,2023-08-22
PLAYER_1094,Womens Soccer,AAL spike 1.67x weekly mean,651.131887,2023-08-29
PLAYER_1094,Womens Soccer,AAL spike 1.70x weekly mean,728.347136,2023-09-28
PLAYER_1094,Mens Soccer,AAL spike 2.46x weekly mean,1085.374181,2024-03-29
PLAYER_1094,Mens Soccer,AAL spike 3.14x weekly mean,1047.420229,2024-04-12
PLAYER_1094,Mens Soccer,AAL spike 1.65x weekly mean,906.645017,2024-04-19
PLAYER_1094,Womens Soccer,AAL spike 2.12x weekly mean,460.671003,2024-07-25
PLAYER_1094,Womens Soccer,AAL spike 3.04x weekly mean,774.023679,2024-07-30
PLAYER_1094,Womens Soccer,AAL spike 1.52x weekly mean,606.082291,2024-07-31
PLAYER_1094,Womens Soccer,AAL spike 1.97x weekly mean,978.53473,2024-08-05
PLAYER_1094,Womens Soccer,AAL spike 1.60x weekly mean,860.271849,2024-08-08
PLAYER_1094,Womens Soccer,AAL spike 1.51x weekly mean,826.226116,2024-08-10
PLAYER_1094,Womens Soccer,AAL spike 2.51x weekly mean,1351.753,2024-08-18
PLAYER_1094,Womens Soccer,AAL spike 2.18x weekly mean,1192.538813,2024-08-22
PLAYER_1094,Womens Soccer,AAL spike 2.36x weekly mean,1015.213815,2024-09-01
PLAYER_1094,Womens Soccer,AAL spike 1.88x weekly mean,1000.39371,2024-09-05
PLAYER_1094,Womens Soccer,AAL spike 1.80x weekly mean,962.784839,2024-09-12
PLAYER_1094,Womens Soccer,AAL spike 2.15x weekly mean,981.547733,2024-09-15
PLAYER_1094,Womens Soccer,AAL spike 1.86x weekly mean,1017.264043,2024-09-22
PLAYER_1094,Womens Soccer,AAL spike 1.77x weekly mean,1075.524305,2024-09-26
PLAYER_1094,Womens Soccer,AAL spike 1.71x weekly mean,1257.852143,2024-09-29
PLAYER_1094,Womens Soccer,AAL spike 2.01x weekly mean,1360.989713,2024-10-03
PLAYER_1094,Womens Soccer,AAL spike 1.65x weekly mean,1005.053904,2024-10-13
PLAYER_1094,Womens Soccer,AAL spike 1.75x weekly mean,985.832386,2024-10-20
PLAYER_1094,Womens Soccer,AAL spike 1.67x weekly mean,884.024466,2024-10-24
PLAYER_1094,Womens Soccer,AAL spike 1.80x weekly mean,1109.875627,2024-10-27
PLAYER_1094,Womens Soccer,AAL spike 1.74x weekly mean,1039.432738,2024-11-03
PLAYER_1094,Womens Soccer,AAL spike 2.35x weekly mean,1183.095399,2024-11-09
PLAYER_1094,Womens Soccer,AAL spike 2.09x weekly mean,1277.62833,2024-11-16
PLAYER_1094,Womens Soccer,AAL spike 1.75x weekly mean,509.769167,2025-07-22
PLAYER_1094,Womens Soccer,AAL spike 2.50x weekly mean,702.099606,2025-07-29
PLAYER_1094,Womens Soccer,AAL spike 1.69x weekly mean,539.614493,2025-07-30
PLAYER_1094,Womens Soccer,AAL spike 1.79x weekly mean,761.224297,2025-08-01
PLAYER_1094,Womens Soccer,AAL spike 2.03x weekly mean,1060.03203,2025-08-03
PLAYER_1094,Womens Soccer,AAL spike 1.78x weekly mean,1003.754734,2025-08-07
PLAYER_1094,Womens Soccer,AAL spike 1.73x weekly mean,935.299522,2025-08-14
PLAYER_1094,Womens Soccer,AAL spike 2.53x weekly mean,1202.136661,2025-08-17
PLAYER_1094,Womens Soccer,AAL spike 2.39x weekly mean,1256.635932,2025-08-21
PLAYER_1094,Womens Soccer,AAL spike 1.84x weekly mean,1058.923935,2025-08-24
PLAYER_1094,Womens Soccer,AAL spike 1.88x weekly mean,1114.524628,2025-08-28
PLAYER_1094,Womens Soccer,AAL spike 2.30x weekly mean,1113.689795,2025-09-07
PLAYER_1094,Womens Soccer,AAL spike 2.44x weekly mean,1249.591739,2025-09-11
PLAYER_1094,Womens Soccer,AAL spike 1.97x weekly mean,1014.193419,2025-09-18
PLAYER_1094,Womens Soccer,AAL spike 2.54x weekly mean,1181.643483,2025-09-21
PLAYER_1094,Womens Soccer,AAL spike 1.98x weekly mean,1086.442959,2025-09-28
PLAYER_1094,Womens Soccer,AAL spike 2.32x weekly mean,1181.781116,2025-10-02
PLAYER_1094,Womens Soccer,AAL spike 1.76x weekly mean,1032.924032,2025-10-05
PLAYER_1094,Womens Soccer,AAL spike 2.66x weekly mean,1298.409204,2025-10-12
PLAYER_1094,Womens Soccer,AAL spike 2.56x weekly mean,1356.23058,2025-10-16
PLAYER_1094,Womens Soccer,AAL spike 2.00x weekly mean,1161.69178,2025-10-19
PLAYER_1095,Womens Basketball,AAL spike 1.80x weekly mean,713.81652,2025-07-10
PLAYER_1095,Womens Basketball,AAL spike 1.62x weekly mean,566.688226,2025-09-13
PLAYER_1095,Womens Basketball,AAL spike 2.33x weekly mean,892.047721,2025-09-23
PLAYER_1095,Womens Basketball,AAL spike 1.52x weekly mean,746.111516,2025-09-24
PLAYER_1095,Womens Basketball,AAL spike 5190.89x weekly mean,462.710673,2025-10-16
PLAYER_1095,Womens Basketball,AAL spike 1.92x weekly mean,443.306393,2025-10-17
PLAYER_1095,Womens Basketball,AAL spike 2.60x weekly mean,784.348091,2025-10-18
PLAYER_1104,Mens Soccer,AAL spike 1.64x weekly mean,388.83251,2025-07-23
PLAYER_1104,Mens Soccer,AAL spike 2.57x weekly mean,684.257307,2025-07-25
PLAYER_1104,Mens Soccer,AAL spike 1.98x weekly mean,448.968755,2025-08-05
PLAYER_1104,Mens Soccer,AAL spike 2.85x weekly mean,826.293529,2025-08-05
PLAYER_1104,Mens Soccer,AAL spike 2.46x weekly mean,976.540102,2025-08-06
PLAYER_1104,Mens Soccer,AAL spike 1.50x weekly mean,978.448051,2025-08-11
PLAYER_1104,Mens Soccer,AAL spike 1.76x weekly mean,1166.630083,2025-08-15
PLAYER_1104,Mens Soccer,AAL spike 1.90x weekly mean,1365.783657,2025-09-02
PLAYER_1104,Mens Soccer,AAL spike 1.94x weekly mean,1535.691325,2025-09-16
PLAYER_1104,Mens Soccer,AAL spike 1.91x weekly mean,1461.531051,2025-09-27
PLAYER_1104,Mens Soccer,AAL spike 2.04x weekly mean,1578.501259,2025-10-11
PLAYER_111,Mens Basketball,AAL spike 172.31x weekly mean,125.762545,2023-07-10
PLAYER_111,Mens Basketball,AAL spike 4.51x weekly mean,285.517252,2023-07-10
PLAYER_111,Mens Basketball,AAL spike 3.33x weekly mean,464.97095,2023-07-11
PLAYER_111,Mens Basketball,AAL spike 2.18x weekly mean,419.807732,2023-07-12
PLAYER_111,Mens Basketball,AAL spike 1.67x weekly mean,322.537672,2023-07-20
PLAYER_111,Mens Basketball,AAL spike 2.81x weekly mean,525.964147,2023-07-21
PLAYER_111,Mens Basketball,AAL spike 1.73x weekly mean,363.18475,2023-07-24
PLAYER_111,Mens Basketball,AAL spike 1.87x weekly mean,428.906518,2023-07-25
PLAYER_111,Mens Basketball,AAL spike 1.98x weekly mean,563.987134,2023-07-28
PLAYER_111,Mens Basketball,AAL spike 1.90x weekly mean,715.08741,2023-09-12
PLAYER_111,Mens Basketball,AAL spike 1.54x weekly mean,624.158715,2023-09-14
PLAYER_111,Mens Basketball,AAL spike 1.68x weekly mean,646.511979,2023-09-27
PLAYER_111,Mens Basketball,AAL spike 2.02x weekly mean,722.900695,2023-09-30
PLAYER_111,Mens Basketball,AAL spike 1.63x weekly mean,670.892111,2023-10-01
PLAYER_111,Mens Basketball,AAL spike 2.16x weekly mean,486.212911,2023-10-24
PLAYER_111,Mens Basketball,AAL spike 1.82x weekly mean,468.954687,2023-10-25
PLAYER_111,Mens Basketball,AAL spike 1.58x weekly mean,436.260008,2023-10-26
PLAYER_111,Mens Basketball,AAL spike 1.99x weekly mean,544.556898,2023-10-29
PLAYER_111,Mens Basketball,AAL spike 1.55x weekly mean,524.605284,2023-10-31
PLAYER_111,Mens Basketball,AAL spike 1.53x weekly mean,598.179108,2023-11-02
PLAYER_111,Mens Basketball,AAL spike 1.75x weekly mean,674.192451,2023-11-04
PLAYER_1112,Mens Soccer,AAL spike 1.75x weekly mean,1024.372556,2025-08-19
PLAYER_1114,Mens Basketball,AAL spike 1.60x weekly mean,1365.204852,2022-03-07
PLAYER_1114,Mens Soccer,AAL spike 1.63x weekly mean,1432.331505,2022-03-22
PLAYER_1114,Mens Soccer,AAL spike 1.79x weekly mean,1294.415752,2022-08-20
PLAYER_1114,Mens Soccer,AAL spike 1.74x weekly mean,1297.759842,2022-08-25
PLAYER_1114,Mens Soccer,AAL spike 1.79x weekly mean,1351.491869,2022-08-29
PLAYER_1114,Mens Soccer,AAL spike 2.03x weekly mean,1764.132774,2022-09-06
PLAYER_1114,Mens Soccer,AAL spike 1.87x weekly mean,1814.975384,2022-09-10
PLAYER_1114,Mens Soccer,AAL spike 1.68x weekly mean,1701.020558,2022-09-17
PLAYER_1114,Mens Soccer,AAL spike 1.98x weekly mean,1292.694926,2022-09-30
PLAYER_1114,Mens Soccer,AAL spike 1.60x weekly mean,1293.508591,2022-10-15
PLAYER_1114,Mens Soccer,AAL spike 1.93x weekly mean,1675.336058,2022-10-18
PLAYER_1114,Mens Soccer,AAL spike 1.58x weekly mean,1526.629991,2022-10-29
PLAYER_1114,Mens Soccer,AAL spike 1.50x weekly mean,803.635185,2023-08-08
PLAYER_1114,Mens Soccer,AAL spike 1.99x weekly mean,1224.652761,2023-08-11
PLAYER_1114,Mens Soccer,AAL spike 1.84x weekly mean,1226.883847,2023-08-16
PLAYER_1114,Mens Soccer,AAL spike 1.65x weekly mean,1243.988814,2023-08-19
PLAYER_1114,Mens Soccer,AAL spike 2.10x weekly mean,1482.074424,2023-08-24
PLAYER_1114,Mens Soccer,AAL spike 2.37x weekly mean,1676.050025,2023-08-28
PLAYER_1114,Mens Soccer,AAL spike 1.60x weekly mean,1438.688642,2023-09-02
PLAYER_1114,Mens Soccer,AAL spike 1.79x weekly mean,1560.848457,2023-09-09
PLAYER_1114,Mens Soccer,AAL spike 1.78x weekly mean,1500.348875,2023-09-16
PLAYER_1114,Mens Soccer,AAL spike 2.06x weekly mean,1626.583664,2023-09-23
PLAYER_1114,Mens Soccer,AAL spike 1.84x weekly mean,1510.670486,2023-09-30
PLAYER_1114,Mens Soccer,AAL spike 2.57x weekly mean,1697.137084,2023-10-03
PLAYER_1114,Mens Soccer,AAL spike 1.83x weekly mean,1410.181622,2023-10-07
PLAYER_1114,Mens Soccer,AAL spike 1.79x weekly mean,1435.037459,2023-10-17
PLAYER_1114,Mens Soccer,AAL spike 1.52x weekly mean,1346.501054,2023-10-20
PLAYER_1114,Mens Soccer,AAL spike 1.56x weekly mean,1288.506956,2023-10-24
PLAYER_1114,Mens Soccer,AAL spike 1.67x weekly mean,1430.831874,2023-10-27
PLAYER_1114,Mens Soccer,AAL spike 1.98x weekly mean,1473.33244,2024-03-24
PLAYER_1114,Mens Soccer,AAL spike 1.66x weekly mean,1392.654562,2024-03-30
PLAYER_1114,Mens Soccer,AAL spike 1.83x weekly mean,1171.624981,2024-04-12
PLAYER_1114,Mens Soccer,AAL spike 1.62x weekly mean,951.279021,2024-04-16
PLAYER_1114,Mens Soccer,AAL spike 2.59x weekly mean,793.765989,2024-04-22
PLAYER_1114,Mens Soccer,AAL spike 1.82x weekly mean,762.082822,2024-04-23
PLAYER_1114,Mens Soccer,AAL spike 1.79x weekly mean,1196.578311,2024-08-25
PLAYER_1114,Mens Soccer,AAL spike 1.82x weekly mean,1296.348898,2024-09-07
PLAYER_1114,Mens Soccer,AAL spike 1.59x weekly mean,1130.2214,2024-09-27
PLAYER_1114,Mens Soccer,AAL spike 1.65x weekly mean,1192.43825,2024-10-08
PLAYER_1114,Mens Soccer,AAL spike 2.05x weekly mean,1361.512376,2024-10-19
PLAYER_1116,Mens Soccer,AAL spike 7152.78x weekly mean,485.938145,2025-08-05
PLAYER_1116,Mens Soccer,AAL spike 3.17x weekly mean,771.371938,2025-08-05
PLAYER_1116,Mens Soccer,AAL spike 2.15x weekly mean,900.995644,2025-08-06
PLAYER_1116,Mens Soccer,AAL spike 1.77x weekly mean,884.770572,2025-08-18
PLAYER_1116,Mens Soccer,AAL spike 1.96x weekly mean,1617.922785,2025-08-30
PLAYER_1116,Mens Soccer,AAL spike 2.10x weekly mean,1564.143142,2025-09-16
PLAYER_1116,Mens Soccer,AAL spike 2.01x weekly mean,1382.205115,2025-09-27
PLAYER_1116,Mens Soccer,AAL spike 2.01x weekly mean,1495.312244,2025-10-11
PLAYER_1116,Mens Soccer,AAL spike 1.65x weekly mean,1531.324566,2025-10-14
PLAYER_112,Mens Soccer,AAL spike 2.76x weekly mean,796.322115,2023-08-01
PLAYER_112,Mens Soccer,AAL spike 2.02x weekly mean,789.163409,2023-08-02
PLAYER_112,Mens Soccer,AAL spike 1.69x weekly mean,800.647833,2023-08-03
PLAYER_112,Mens Soccer,AAL spike 1.85x weekly mean,1077.497587,2023-08-06
PLAYER_112,Mens Soccer,AAL spike 1.53x weekly mean,842.014176,2023-08-20
PLAYER_112,Mens Soccer,AAL spike 1.73x weekly mean,911.425881,2023-08-27
PLAYER_112,Mens Soccer,AAL spike 1.67x weekly mean,923.366847,2023-08-31
PLAYER_112,Mens Soccer,AAL spike 1.83x weekly mean,975.140105,2023-09-14
PLAYER_112,Mens Soccer,AAL spike 2.48x weekly mean,1374.961225,2023-09-28
PLAYER_112,Womens Soccer,AAL spike 1.78x weekly mean,1311.192104,2023-10-05
PLAYER_112,Womens Soccer,AAL spike 1.85x weekly mean,1350.920767,2023-10-08
PLAYER_112,Womens Soccer,AAL spike 2.01x weekly mean,1256.090798,2023-10-15
PLAYER_112,Womens Soccer,AAL spike 2.11x weekly mean,1332.955321,2023-10-19
PLAYER_112,Womens Soccer,AAL spike 1.54x weekly mean,981.049164,2023-10-26
PLAYER_112,Mens Soccer,AAL spike 2.49x weekly mean,981.305923,2024-03-29
PLAYER_112,Mens Soccer,AAL spike 1.76x weekly mean,938.412357,2024-04-05
PLAYER_112,Mens Soccer,AAL spike 1.78x weekly mean,989.223332,2024-04-12
PLAYER_112,Mens Soccer,AAL spike 1.98x weekly mean,1011.765955,2024-04-19
PLAYER_112,Womens Soccer,AAL spike 2.17x weekly mean,374.029838,2024-07-25
PLAYER_112,Womens Soccer,AAL spike 3.18x weekly mean,655.354324,2024-07-30
PLAYER_112,Womens Soccer,AAL spike 1.59x weekly mean,522.722749,2024-07-31
PLAYER_112,Womens Soccer,AAL spike 1.52x weekly mean,549.574977,2024-07-31
PLAYER_112,Womens Soccer,AAL spike 1.97x weekly mean,867.990253,2024-08-05
PLAYER_112,Womens Soccer,AAL spike 1.92x weekly mean,979.315826,2024-08-08
PLAYER_112,Womens Soccer,AAL spike 3.71x weekly mean,927.806593,2024-09-06
PLAYER_112,Womens Soccer,AAL spike 1.75x weekly mean,1031.68714,2024-09-07
PLAYER_112,Womens Soccer,AAL spike 1.64x weekly mean,1208.15251,2024-09-08
PLAYER_112,Womens Soccer,AAL spike 2.09x weekly mean,1192.500341,2024-09-20
PLAYER_112,Womens Soccer,AAL spike 1.65x weekly mean,821.269,2024-09-24
PLAYER_112,Womens Soccer,AAL spike 3.16x weekly mean,1192.290491,2024-10-04
PLAYER_112,Womens Soccer,AAL spike 2.70x weekly mean,1218.765495,2024-10-05
PLAYER_112,Womens Soccer,AAL spike 1.57x weekly mean,1223.885951,2024-10-12
PLAYER_112,Womens Soccer,AAL spike 2.30x weekly mean,507.642983,2024-10-30
PLAYER_112,Womens Soccer,AAL spike 2.68x weekly mean,714.934248,2024-11-03
PLAYER_112,Womens Soccer,AAL spike 1.57x weekly mean,881.135838,2024-11-16
PLAYER_112,Mens Soccer,AAL spike 1.93x weekly mean,883.852584,2025-03-28
PLAYER_112,Mens Soccer,AAL spike 1.74x weekly mean,892.977917,2025-04-06
PLAYER_112,Womens Soccer,AAL spike 1.82x weekly mean,469.50831,2025-07-29
PLAYER_112,Womens Soccer,AAL spike 1.66x weekly mean,596.186263,2025-08-01
PLAYER_112,Womens Soccer,AAL spike 1.81x weekly mean,749.290245,2025-08-03
PLAYER_112,Womens Soccer,AAL spike 1.67x weekly mean,732.596835,2025-08-07
PLAYER_112,Womens Soccer,AAL spike 1.53x weekly mean,659.997977,2025-08-09
PLAYER_112,Womens Soccer,AAL spike 1.68x weekly mean,760.857297,2025-08-17
PLAYER_112,Womens Soccer,AAL spike 1.66x weekly mean,709.85686,2025-08-28
PLAYER_112,Womens Soccer,AAL spike 1.56x weekly mean,546.091084,2025-09-28
PLAYER_1120,Mens Soccer,AAL spike 3.56x weekly mean,1414.917907,2022-03-23
PLAYER_1120,Mens Soccer,AAL spike 1.92x weekly mean,1411.986181,2022-03-24
PLAYER_1120,Mens Soccer,AAL spike 1.67x weekly mean,1431.255304,2022-08-20
PLAYER_1120,Mens Soccer,AAL spike 1.70x weekly mean,1514.551986,2022-08-25
PLAYER_1120,Mens Soccer,AAL spike 1.92x weekly mean,1639.644204,2022-08-29
PLAYER_1120,Mens Soccer,AAL spike 1.75x weekly mean,1686.622313,2022-09-03
PLAYER_1120,Mens Soccer,AAL spike 1.68x weekly mean,1632.153036,2022-09-06
PLAYER_1120,Mens Soccer,AAL spike 1.80x weekly mean,1744.371005,2022-09-10
PLAYER_1120,Mens Soccer,AAL spike 1.60x weekly mean,1624.418323,2022-09-13
PLAYER_1120,Mens Soccer,AAL spike 1.75x weekly mean,1749.428894,2022-09-17
PLAYER_1120,Mens Soccer,AAL spike 1.74x weekly mean,1743.125486,2022-09-20
PLAYER_1120,Mens Soccer,AAL spike 1.96x weekly mean,1910.937418,2022-09-30
PLAYER_1120,Mens Soccer,AAL spike 1.74x weekly mean,2003.376288,2022-10-08
PLAYER_1120,Mens Soccer,AAL spike 1.88x weekly mean,1954.647079,2022-10-12
PLAYER_1120,Mens Soccer,AAL spike 1.87x weekly mean,2081.686356,2022-10-15
PLAYER_1121,Mens Soccer,AAL spike 1.52x weekly mean,1205.305166,2022-08-20
PLAYER_1121,Mens Soccer,AAL spike 1.66x weekly mean,967.286763,2022-10-18
PLAYER_1121,Mens Soccer,AAL spike 1.73x weekly mean,944.29777,2023-08-11
PLAYER_1121,Mens Soccer,AAL spike 2.00x weekly mean,663.418374,2023-08-22
PLAYER_1121,Mens Soccer,AAL spike 2.33x weekly mean,869.410591,2023-08-24
PLAYER_1121,Mens Soccer,AAL spike 1.52x weekly mean,752.448946,2023-08-25
PLAYER_1121,Mens Soccer,AAL spike 1.87x weekly mean,296.889795,2023-09-04
PLAYER_1121,Mens Soccer,AAL spike 7.31x weekly mean,1495.152099,2023-09-05
PLAYER_1121,Mens Soccer,AAL spike 2.18x weekly mean,1418.888859,2023-09-26
PLAYER_1121,Mens Soccer,AAL spike 1.51x weekly mean,884.114656,2023-10-07
PLAYER_1121,Mens Soccer,AAL spike 1.51x weekly mean,694.047341,2023-10-22
PLAYER_1121,Mens Soccer,AAL spike 2.81x weekly mean,1346.178395,2023-10-24
PLAYER_1124,Football,AAL spike 3.95x weekly mean,607.612932,2023-06-20
PLAYER_1124,Football,AAL spike 2.50x weekly mean,693.474115,2023-06-23
PLAYER_1124,Football,AAL spike 1.59x weekly mean,392.552868,2023-06-29
PLAYER_1124,Football,AAL spike 2.15x weekly mean,502.626522,2023-06-30
PLAYER_1124,Football,AAL spike 1.79x weekly mean,476.469282,2023-07-11
PLAYER_1124,Football,AAL spike 2.18x weekly mean,603.639668,2023-07-13
PLAYER_1124,Football,AAL spike 1.70x weekly mean,517.31504,2023-07-14
PLAYER_1124,Football,AAL spike 1.56x weekly mean,721.939243,2023-09-23
PLAYER_1124,Football,AAL spike 8.48x weekly mean,27.344327,2023-10-28
PLAYER_1124,Football,AAL spike 15.36x weekly mean,419.941305,2024-01-22
PLAYER_1124,Football,AAL spike 2.24x weekly mean,336.835176,2024-01-25
PLAYER_1124,Football,AAL spike 1.83x weekly mean,359.319532,2024-01-26
PLAYER_1124,Football,AAL spike 1.81x weekly mean,336.043265,2024-02-05
PLAYER_1124,Football,AAL spike 1.67x weekly mean,338.429023,2024-02-06
PLAYER_1124,Football,AAL spike 2.24x weekly mean,449.397406,2024-02-08
PLAYER_1124,Football,AAL spike 2.25x weekly mean,505.701828,2024-02-09
PLAYER_1124,Football,AAL spike 1.80x weekly mean,572.22971,2024-03-08
PLAYER_1125,Football,AAL spike 1.65x weekly mean,368.816687,2024-06-13
PLAYER_1125,Football,AAL spike 1.79x weekly mean,405.622169,2024-06-14
PLAYER_1125,Football,AAL spike 1.62x weekly mean,434.752346,2024-06-18
PLAYER_1125,Football,AAL spike 1.71x weekly mean,512.412542,2024-06-21
PLAYER_1125,Football,AAL spike 1.67x weekly mean,571.942373,2024-06-25
PLAYER_1125,Football,AAL spike 1.80x weekly mean,632.920494,2024-06-28
PLAYER_1125,Football,AAL spike 1.69x weekly mean,525.212624,2024-07-03
PLAYER_1125,Football,AAL spike 1.71x weekly mean,494.148554,2024-07-09
PLAYER_1125,Football,AAL spike 1.71x weekly mean,683.971004,2024-07-11
PLAYER_1125,Football,AAL spike 1.50x weekly mean,577.228058,2024-07-16
PLAYER_1125,Football,AAL spike 1.65x weekly mean,691.812227,2024-07-18
PLAYER_1125,Football,AAL spike 1.67x weekly mean,495.617607,2024-07-25
PLAYER_1125,Football,AAL spike 3.11x weekly mean,523.906607,2024-08-02
PLAYER_1125,Football,AAL spike 1.62x weekly mean,464.347378,2024-08-03
PLAYER_1125,Football,AAL spike 1.60x weekly mean,551.307419,2024-08-08
PLAYER_1125,Football,AAL spike 1.75x weekly mean,597.424507,2024-08-13
PLAYER_1125,Football,AAL spike 1.72x weekly mean,532.130646,2024-08-31
PLAYER_1125,Football,AAL spike 1.62x weekly mean,531.17219,2024-09-10
PLAYER_1125,Football,AAL spike 1.85x weekly mean,641.796282,2024-09-14
PLAYER_1125,Football,AAL spike 1.62x weekly mean,548.928436,2024-09-24
PLAYER_1125,Football,AAL spike 1.71x weekly mean,618.246798,2024-09-28
PLAYER_1125,Football,AAL spike 1.68x weekly mean,731.920284,2024-10-05
PLAYER_1125,Football,AAL spike 1.53x weekly mean,589.079498,2024-10-19
PLAYER_1125,Football,AAL spike 1.79x weekly mean,686.416016,2024-10-26
